size_mb,gc,x_organism_name,organism_groups,domain,kingdom,class,group,bio_sample,assembly
2.37478,36.74,Lactobacillus gallinarum,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN04121884,GCA_001314245.2
4.38743,64.3,Halotalea alkalilenta,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN04817514,GCA_001648175.1
4.63244,36.9031,Legionella sainthelensi,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN06853936,GCA_002848365.1
4.82934,67.0776,Paracoccus yeei,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN04875578,GCA_002073635.1
3.95282,68.9,Castellaniella defragrans 65Phen,Bacteria;Proteobacteria;Betaproteobacteria,Bacteria,Proteobacteria,Betaproteobacteria,prokaryotes,SAMEA3138971,GCA_000612685.1
2.86143,46.5,Prevotella enoeca,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteria,FCB group,Bacteroidetes/Chlorobi group,prokaryotes,SAMN04260158,GCA_001444445.1
3.26181,44.0924,Prevotella fusca JCM 17724,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteria,FCB group,Bacteroidetes/Chlorobi group,prokaryotes,SAMN03704035,GCA_001262015.1
3.74226,51.9,Geobacillus thermocatenulatus,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN06016323,GCA_002243665.1
5.13208,41.3,Draconibacterium orientale,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteria,FCB group,Bacteroidetes/Chlorobi group,prokaryotes,SAMN02725840,GCA_000626635.1
3.56822,64.7345,Corynebacterium glyciniphilum AJ 3170,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN03081498,GCA_000626675.1
6.91813,64.9171,Novosphingobium resinovorum,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN05507135,GCA_001742225.1
1.08328,42.064,Chlamydia suis,Bacteria;PVC group;Chlamydiae,Bacteria,PVC group,Chlamydiae,prokaryotes,SAMEA103890752,GCA_900169085.1
3.75668,57.4437,Acetobacter persici,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN04396916,GCA_002006565.1
5.74941,29.6,Clostridium scatologenes,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02721231,GCA_000968375.1
5.39699,64.2,Dyella jiangningensis,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02673293,GCA_000632805.1
1.1489,29.6,Ehrlichia sp. HF,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN02367296,GCA_000632845.1
7.6561,70.9525,Streptomyces pratensis ATCC 33331,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN00191232,GCA_000176115.2
1.61452,36.9,Lactobacillus kunkeei,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN04157996,GCA_001314945.1
4.59425,64.8,Devosia sp. H5989,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN03487588,GCA_001185205.1
3.85704,59.6,Edwardsiella piscicida C07-087,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02603613,GCA_000348565.1
0.793841,30.8,Mycoplasma californicum,Bacteria;Terrabacteria group;Tenericutes,Bacteria,Terrabacteria group,Tenericutes,prokaryotes,SAMN02708703,GCA_000695835.1
4.07405,52.6,Halomonas campaniensis,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02798098,GCA_000696485.1
3.5056,57.3501,Kozakia baliensis,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN04396914,GCA_001787335.1
1.43043,51.5,Rhodoluna lacicola,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN02848463,GCA_000699505.1
5.51035,65.2016,Bosea sp. PAMC 26642,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN04451713,GCA_001562255.1
6.85305,62.1917,Sinorhizobium americanum CCGM7,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN02370997,GCA_000705595.2
1.73455,60.5,Bifidobacterium indicum LMG 11587 = DSM 20214,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN05771123,GCA_000706765.1
0.309299,32.7,Candidatus Walczuchella monophlebidarum,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteria,FCB group,Bacteroidetes/Chlorobi group,prokaryotes,SAMN03081499,GCA_000709555.1
3.99307,39.9,Bacillus lehensis G1,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN03081443,GCA_000706725.1
5.01059,61.8123,Hymenobacter sp. APR13,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteria,FCB group,Bacteroidetes/Chlorobi group,prokaryotes,SAMN02988321,GCA_000737515.1
9.96755,72.0076,Streptomyces alboflavus,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN07173524,GCA_002189675.2
7.0764,72.5501,Kitasatospora aureofaciens,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN06670791,GCA_002082605.1
5.949,61.1,Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628,Bacteria;Proteobacteria;Betaproteobacteria,Bacteria,Proteobacteria,Betaproteobacteria,prokaryotes,SAMEA3139017,GCA_000723165.1
3.14923,44.9,Mucinivorans hirudinis,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteria,FCB group,Bacteroidetes/Chlorobi group,prokaryotes,SAMEA3139033,GCA_000723505.1
7.35425,64.7972,Shinella sp. HZN7,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN04992853,GCA_001652565.1
3.57708,42.7615,Terribacillus aidingensis,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02864241,GCA_000725365.1
3.11364,69.0185,Dermacoccus nishinomiyaensis,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN02902417,GCA_000725405.1
1.61528,34.8,endosymbiont of Acanthamoeba sp. UWC8,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN03081459,GCA_000730245.1
4.30883,44.9,Alteromonas australica,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02743545,GCA_000730385.1
9.05386,68.8928,Amycolatopsis japonica,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN02836828,GCA_000732925.1
2.35945,65.3513,Corynebacterium atypicum,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN02911287,GCA_000732945.1
5.85778,39.8442,Arenibacter algicola,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteria,FCB group,Bacteroidetes/Chlorobi group,prokaryotes,SAMN07322679,GCA_002234495.1
4.26555,74.6,Cellulosimicrobium sp. TH-20,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN06758758,GCA_002105775.1
2.5034,35.7167,Staphylococcus agnetis,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02743857,GCA_001442815.1
10.3273,72,Sandaracinus amylolyticus,Bacteria;Proteobacteria;delta/epsilon subdivisions,Bacteria,Proteobacteria,delta/epsilon subdivisions,prokaryotes,SAMN02719577,GCA_000737325.2
3.96133,67.5295,Cryobacterium sp. LW097,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN06706674,GCA_002205495.1
1.75515,60.5,Bifidobacterium coryneforme,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN02666223,GCA_000737865.1
2.56532,64.3,Corynebacterium imitans,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN02950575,GCA_000739455.1
1.83006,62.7,Bifidobacterium actinocoloniiforme DSM 22766,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN02442035,GCA_001263395.1
3.15835,64.6,Bifidobacterium scardovii JCM 12489 = DSM 13734,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMD00061046,GCA_001042635.1
2.48511,40.9697,Candidatus Paracaedibacter acanthamoebae,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN02911856,GCA_000742835.1
2.17577,37.9185,Candidatus Paracaedimonas acanthamoebae,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN02905703,GCA_000743035.1
3.47443,52.2,Geobacillus subterraneus,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN04445793,GCA_001618685.1
5.76462,60.6,Pseudomonas alkylphenolica,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02929205,GCA_000746525.1
1.91756,30.7953,Rickettsiales bacterium Ac37b,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN02943453,GCA_000746585.2
2.32828,64.9917,Corynebacterium ureicelerivorans,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN02953970,GCA_000747315.1
4.08655,36.9,Salegentibacter sp. T436,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteria,FCB group,Bacteroidetes/Chlorobi group,prokaryotes,SAMN04116623,GCA_001932675.1
2.49711,35.2081,Carnobacterium inhibens subsp. gilichinskyi,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02604179,GCA_000493735.1
2.9685,42.6226,Ruminococcus bicirculans,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMEA3139031,GCA_000723465.1
8.12249,72.7113,Streptomyces leeuwenhoekii,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMEA3258058,GCA_001013905.1
4.1764,62.4,Cobetia marina,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN05592162,GCA_001720485.1
5.97411,56,Klebsiella michiganensis KCTC 1686,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02603580,GCA_000240325.1
2.80056,37.296,Treponema putidum,Bacteria;Spirochaetes;Spirochaetia,Bacteria,Spirochaetes,Spirochaetia,prokaryotes,SAMN02980915,GCA_000755145.1
2.83571,35.5,Nonlabens sediminis,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteria,FCB group,Bacteroidetes/Chlorobi group,prokaryotes,SAMN06075339,GCA_002117085.1
1.87874,31.3,Candidatus Izimaplasma sp. HR1,Bacteria;Terrabacteria group;Tenericutes,Bacteria,Terrabacteria group,Tenericutes,prokaryotes,SAMN03009086,GCA_000755705.1
6.64894,67.4,Achromobacter sp. AONIH1,Bacteria;Proteobacteria;Betaproteobacteria,Bacteria,Proteobacteria,Betaproteobacteria,prokaryotes,SAMN04287051,GCA_002902905.1
5.6588,53.5,Paenibacillus stellifer,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02996608,GCA_000758685.1
6.81247,44.2,Paenibacillus odorifer,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN03025771,GCA_000758725.1
3.13973,44,Lactobacillus paraplantarum,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02893814,GCA_001443645.1
4.66282,37.2,Lysinibacillus varians,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN03081497,GCA_000600105.1
8.15681,51.4,Paenibacillus borealis,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02996607,GCA_000758665.1
4.68863,62,Pseudomonas rhizosphaerae,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN03077633,GCA_000761155.1
7.62377,72.9127,Streptomyces glaucescens,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN03031338,GCA_000761215.1
5.24393,68.8,Actinopolyspora erythraea,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN07192573,GCA_002263515.1
2.39782,35,Thermoanaerobacter kivui,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02947172,GCA_000763575.1
4.0619,67.8923,Sphingomonas taxi,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN03078686,GCA_000764535.1
3.37648,59.1,Intestinimonas butyriciproducens,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN03072853,GCA_001454945.1
1.92083,38.9,Helicobacter typhlonius,Bacteria;Proteobacteria;delta/epsilon subdivisions,Bacteria,Proteobacteria,delta/epsilon subdivisions,prokaryotes,SAMEA3507300,GCA_001460635.1
2.45181,59.4,Corynebacterium camporealensis,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN03365263,GCA_000980815.1
2.23738,40.7,Fervidobacterium islandicum,Bacteria;Thermotogae;Thermotogae,Bacteria,Thermotogae,Thermotogae,prokaryotes,SAMN03097205,GCA_000767275.3
4.32761,53.9,Pantoea rwandensis,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN03031199,GCA_000759475.1
4.24252,35.7,Elizabethkingia miricola,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteria,FCB group,Bacteroidetes/Chlorobi group,prokaryotes,SAMN03398457,GCA_000955665.1
2.80367,41.7,Anoxybacillus gonensis,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN03121471,GCA_001187595.1
0.618983,28.6,Candidatus Mycoplasma girerdii,Bacteria;Terrabacteria group;Tenericutes,Bacteria,Terrabacteria group,Tenericutes,prokaryotes,SAMN02795945,GCA_000770195.1
5.25425,38.1378,Bacillus aryabhattai,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN07785025,GCA_002688605.1
2.09586,39.8,Lactobacillus curieae,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN03175170,GCA_000785105.2
3.63773,41.5,Bacillus xiamenensis,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN05933005,GCA_001857925.1
5.63736,72.9,Pimelobacter simplex,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN03009415,GCA_000785495.1
5.24406,52,Citrobacter braakii,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN04875579,GCA_002073755.1
5.64497,56.0589,Collimonas arenae,Bacteria;Proteobacteria;Betaproteobacteria,Bacteria,Proteobacteria,Betaproteobacteria,prokaryotes,SAMN03098357,GCA_000786695.1
3.33863,28.2611,Clostridium baratii str. Sullivan,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN03222823,GCA_000789395.1
3.93343,60.2,Halomonas hydrothermalis,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN07609045,GCA_002442575.1
3.53144,67.4,Deinococcus swuensis,Bacteria;Terrabacteria group;Deinococcus-Thermus,Bacteria,Terrabacteria group,Deinococcus-Thermus,prokaryotes,SAMN03218061,GCA_000800395.1
3.93417,59.1,Edwardsiella sp. EA181011,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN03246002,GCA_000800725.2
2.43052,27.1906,Fusobacterium hwasookii ChDC F206,Bacteria;Fusobacteria;Fusobacteriia,Bacteria,Fusobacteria,Fusobacteriia,prokaryotes,SAMN03263145,GCA_001455085.1
2.43153,40.3,Actinobacillus equuli subsp. equuli,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02781117,GCA_000801145.1
2.59776,65.1,endosymbiont of unidentified scaly snail isolate Monju,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMD00061055,GCA_000801295.1
6.11857,58.4756,Pseudomonas frederiksbergensis,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN05947123,GCA_001874645.1
7.34607,69.9,Streptomyces pluripotens,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN03070117,GCA_000802245.2
0.705138,44.5,Candidatus Saccharibacteria oral taxon TM7x,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Bacteria,unclassified Bacteria,Bacteria candidate phyla,prokaryotes,SAMN02693873,GCA_000803625.1
4.15546,34.1,Myroides sp. A21,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteria,FCB group,Bacteroidetes/Chlorobi group,prokaryotes,SAMN03263610,GCA_000807225.1
0.98223800000000006,28.37,Borreliella chilensis,Bacteria;Spirochaetes;Spirochaetia,Bacteria,Spirochaetes,Spirochaetia,prokaryotes,SAMN03166165,GCA_000808095.1
2.69235,34.1,Frischella perrara,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02900470,GCA_000807275.1
2.69832,43.9,Sulfurospirillum cavolei,Bacteria;Proteobacteria;delta/epsilon subdivisions,Bacteria,Proteobacteria,delta/epsilon subdivisions,prokaryotes,SAMD00023484,GCA_001548055.1
1.96709,63.6,Coriobacteriaceae bacterium 68-1-3,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN02951405,GCA_000814825.1
5.743,62.8,Pandoraea sputorum,Bacteria;Proteobacteria;Betaproteobacteria,Bacteria,Proteobacteria,Betaproteobacteria,prokaryotes,SAMN03085484,GCA_000814845.2
0.656901,34.6,Coxiella endosymbiont of Amblyomma americanum,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN03273000,GCA_000815025.1
5.86762,64.3,Pandoraea pulmonicola,Bacteria;Proteobacteria;Betaproteobacteria,Bacteria,Proteobacteria,Betaproteobacteria,prokaryotes,SAMN03263587,GCA_000815105.2
1.66153,31.994,Allofrancisella guangzhouensis,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN03273550,GCA_000815225.1
5.1721,51.7,Methylomonas denitrificans,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02997349,GCA_000785705.2
1.76279,28.4457,Campylobacter peloridis LMG 23910,Bacteria;Proteobacteria;delta/epsilon subdivisions,Bacteria,Proteobacteria,delta/epsilon subdivisions,prokaryotes,SAMN03248547,GCA_000816785.1
3.6187,62.3,Geobacter pickeringii,Bacteria;Proteobacteria;delta/epsilon subdivisions,Bacteria,Proteobacteria,delta/epsilon subdivisions,prokaryotes,SAMN03096815,GCA_000817955.1
4.38348,64.7,Pseudomonas balearica DSM 6083,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02673660,GCA_000818015.1
4.80306,28.7388,Clostridium argentinense,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN04263500,GCA_002074155.1
4.95277,54.6038,Enterobacter ludwigii,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN05787341,GCA_001750725.1
4.96939,65.7311,Celeribacter indicus,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN03280159,GCA_000819565.1
4.40003,61.5,Aeromonas schubertii,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN04110141,GCA_001447335.1
3.2127,70.4,Tessaracoccus sp. T2.5-30,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN05913382,GCA_002022225.1
5.5821,62.6,Pandoraea apista,Bacteria;Proteobacteria;Betaproteobacteria,Bacteria,Proteobacteria,Betaproteobacteria,prokaryotes,SAMN03278108,GCA_000826965.3
3.71765,56.6353,Geoalkalibacter subterraneus,Bacteria;Proteobacteria;delta/epsilon subdivisions,Bacteria,Proteobacteria,delta/epsilon subdivisions,prokaryotes,SAMN03096814,GCA_000827125.1
3.42496,62.8,Methyloceanibacter caenitepidi,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMD00019677,GCA_000828475.1
3.15364,56.2651,Thiolapillus brandeum,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMD00060997,GCA_000828615.1
3.80265,63.3,Sulfuritalea hydrogenivorans sk43H,Bacteria;Proteobacteria;Betaproteobacteria,Bacteria,Proteobacteria,Betaproteobacteria,prokaryotes,SAMD00061036,GCA_000828635.1
2.01491,51.3,Thermotoga caldifontis AZM44c09,Bacteria;Thermotogae;Thermotogae,Bacteria,Thermotogae,Thermotogae,prokaryotes,SAMD00061022,GCA_000828655.1
